TotalNumberOfVotes,Score,Time,WordsInSummary,WordsInText,HelpfulnessScore
2,5,2008,2,70,100
3,5,2008,2,47,100
0,5,2008,2,17,0
2,5,2008,3,38,0
0,5,2008,1,34,0
5,5,2008,3,65,100
4,5,2008,3,367,100
4,5,2008,5,347,100
7,5,2008,7,63,100
43,5,2008,2,63,72.0930232558
2,5,2008,3,93,100
2,5,2008,1,21,100
24,5,2008,4,64,16.6666666667
0,5,2008,5,87,0
0,5,2008,3,61,0
0,5,2008,3,33,0
1,4,2008,4,18,100
66,5,2008,7,122,78.7878787879
0,5,2008,3,52,0
3,5,2008,5,17,100
4,5,2008,3,44,100
2,5,2008,5,22,100
0,5,2008,7,34,0
1,5,2008,4,107,100
4,4,2008,3,82,75
8,3,2008,2,39,62.5
24,5,2008,3,41,83.3333333333
1,5,2008,4,79,100
1,5,2008,8,20,100
11,5,2008,5,420,100
6,5,2008,5,157,83.3333333333
0,5,2008,3,41,0
0,5,2008,6,51,0
0,5,2008,3,20,0
2,1,2008,5,120,50
0,5,2008,4,16,0
0,5,2008,5,43,0
2,5,2008,3,55,100
0,5,2008,3,19,0
5,5,2008,4,127,100
1,3,2008,1,15,0
0,5,2008,3,16,0
0,5,2008,2,30,0
40,2,2008,15,306,12.5
2,5,2008,2,31,50
0,5,2008,1,15,0
1,1,2008,5,15,0
5,4,2008,2,50,60
0,5,2008,2,27,0
10,1,2008,6,98,20
8,5,2008,5,64,100
5,5,2008,4,89,100
1,5,2008,1,33,100
0,4,2008,7,89,0
1,5,2008,1,52,100
1,5,2008,2,64,100
3,5,2008,2,26,100
0,5,2008,7,28,0
2,4,2008,2,84,100
0,5,2008,4,38,0
30,5,2008,1,45,80
7,5,2008,3,239,100
5,4,2008,6,122,100
1,5,2008,7,102,100
3,5,2008,5,107,66.6666666667
4,5,2008,5,160,100
22,5,2008,4,199,81.8181818182
3,5,2008,2,21,66.6666666667
0,5,2008,2,31,0
1,5,2008,2,34,100
6,5,2008,4,48,66.6666666667
0,4,2008,2,14,0
2,5,2008,2,29,50
0,5,2008,4,25,0
1,5,2008,5,37,100
4,3,2008,2,51,50
6,5,2008,7,48,83.3333333333
3,3,2008,4,121,100
0,5,2008,2,19,0
5,5,2008,2,48,100
15,4,2008,5,186,86.6666666667
19,5,2008,3,26,5.26315789474
32,1,2008,3,41,3.125
10,5,2008,2,16,80
0,3,2008,1,24,0
6,5,2008,3,18,66.6666666667
8,5,2008,2,64,87.5
0,4,2008,4,47,0
0,5,2008,1,51,0
5,1,2008,6,143,40
0,1,2008,2,128,0
2,5,2008,7,80,50
1,5,2008,4,71,100
1,5,2008,5,36,100
4,1,2008,2,27,50
1,4,2008,2,22,100
1,5,2008,7,46,100
1,5,2008,7,139,100
1,5,2008,2,108,100
1,3,2008,4,323,100
1,5,2008,1,79,100
4,5,2008,4,42,75
1,5,2008,7,134,100
3,5,2008,3,176,66.6666666667
3,1,2008,2,32,66.6666666667
3,5,2008,3,17,66.6666666667
1,4,2008,5,26,100
2,5,2008,8,129,100
1,5,2008,2,43,100
2,5,2008,3,15,50
11,5,2008,4,33,81.8181818182
1,4,2008,4,278,100
3,3,2008,9,177,100
2,4,2008,5,82,100
3,2,2008,4,139,100
6,3,2008,2,22,66.6666666667
2,5,2008,5,136,50
5,5,2008,6,26,100
3,5,2008,5,171,66.6666666667
1,5,2008,1,92,100
10,1,2008,4,48,40
0,5,2008,10,17,0
1,5,2008,6,103,100
23,5,2008,4,499,43.4782608696
5,3,2008,6,95,40
4,5,2008,6,55,100
9,4,2008,6,30,88.8888888889
7,5,2008,2,55,100
1,5,2008,8,71,100
8,5,2008,2,26,100
4,5,2008,5,48,100
1,5,2008,5,71,100
1,5,2008,1,27,100
8,5,2008,12,144,100
0,2,2008,7,67,0
2,5,2008,6,150,100
6,5,2008,3,38,100
0,3,2008,5,25,0
1,5,2008,3,17,100
0,5,2008,3,34,0
0,3,2008,4,33,0
24,1,2008,3,49,100
4,2,2008,1,19,75
0,5,2008,2,21,0
0,4,2008,3,23,0
1,4,2008,6,45,100
2,3,2008,2,17,50
2,5,2008,14,800,100
1,4,2008,9,188,100
7,5,2008,5,51,100
3,5,2008,4,61,100
3,1,2008,5,69,66.6666666667
3,5,2008,9,128,66.6666666667
1,5,2008,2,23,100
1,4,2008,2,32,100
22,1,2008,1,42,9.09090909091
11,5,2008,6,151,100
1,5,2008,4,38,100
0,5,2008,3,22,0
8,5,2008,2,22,62.5
1,5,2008,2,16,100
3,5,2008,1,69,100
0,5,2008,3,55,0
3,5,2008,4,68,66.6666666667
14,5,2008,6,200,78.5714285714
1,4,2008,3,22,100
0,5,2008,4,45,0
0,5,2008,5,59,0
2,5,2008,6,65,50
1,5,2008,7,102,100
1,5,2008,1,85,100
0,3,2008,7,83,0
5,4,2008,6,77,20
2,5,2008,4,184,100
2,3,2008,5,90,100
0,5,2008,3,75,0
2,5,2008,2,16,100
3,5,2008,4,33,100
2,3,2008,8,237,100
5,5,2008,3,62,100
3,5,2008,5,83,100
2,2,2008,2,65,100
5,5,2008,7,17,60
2,2,2008,2,59,100
2,5,2008,9,213,100
2,5,2008,4,28,100
4,5,2008,2,21,100
1,1,2008,5,92,0
1,2,2008,4,66,100
2,3,2008,7,82,100
2,4,2008,4,193,100
51,2,2008,5,96,98.0392156863
2,5,2008,10,144,100
0,5,2008,4,21,0
2,4,2008,11,126,100
1,2,2008,5,19,100
2,5,2008,7,84,100
0,5,2008,9,50,0
3,5,2008,3,53,100
0,5,2008,3,46,0
7,1,2008,12,277,28.5714285714
2,2,2008,8,303,100
2,1,2008,21,183,100
2,5,2008,3,23,50
2,1,2008,7,61,100
2,1,2008,4,38,100
5,5,2008,4,49,100
8,5,2008,4,36,100
5,3,2008,9,272,80
4,5,2008,2,36,100
1,4,2008,11,360,100
4,5,2008,3,23,100
1,1,2008,6,96,100
1,1,2008,7,90,100
1,1,2008,5,119,100
1,3,2008,5,126,100
1,4,2008,1,176,100
1,2,2008,5,84,100
1,2,2008,4,47,100
1,1,2008,12,266,100
7,1,2008,2,153,71.4285714286
1,3,2008,3,151,100
0,5,2008,9,31,0
1,3,2008,5,166,100
1,2,2008,16,132,100
1,5,2008,3,163,100
4,5,2008,5,36,75
1,5,2008,2,23,100
1,3,2008,7,139,100
1,3,2008,7,91,100
1,5,2008,4,52,100
3,5,2008,8,89,66.6666666667
2,5,2008,1,47,100
305,3,2008,4,110,98.6885245902
1,2,2008,8,57,100
1,5,2008,8,374,100
1,2,2008,7,166,100
6,4,2008,1,42,100
1,2,2008,2,52,100
1,2,2008,10,175,100
3,5,2008,4,92,0
1,4,2008,9,95,100
1,2,2008,2,71,100
1,1,2008,4,98,100
1,2,2008,8,105,100
1,4,2008,9,168,100
41,5,2008,6,157,90.243902439
1,5,2008,9,97,100
3,1,2008,2,42,100
1,3,2008,3,87,100
2,5,2008,4,110,50
5,5,2008,4,65,100
7,1,2008,5,64,42.8571428571
2,1,2008,2,18,0
27,5,2008,6,442,100
0,5,2008,6,17,0
1,5,2008,4,62,100
0,4,2008,5,71,0
1,5,2008,4,19,100
0,5,2008,3,29,0
4,5,2008,6,239,100
0,4,2008,9,87,0
4,5,2008,5,167,100
3,5,2008,6,27,100
2,5,2008,10,83,100
7,4,2008,3,40,71.4285714286
0,3,2008,6,78,0
1,5,2008,1,31,100
4,5,2008,2,49,100
3,1,2008,2,88,33.3333333333
3,5,2008,4,91,100
0,5,2008,3,23,0
3,1,2008,3,51,33.3333333333
4,5,2008,4,61,100
7,5,2008,3,16,57.1428571429
0,3,2008,2,51,0
4,5,2008,3,93,100
0,5,2008,12,21,0
0,5,2008,5,33,0
0,5,2008,5,39,0
0,5,2008,2,53,0
0,5,2008,2,22,0
0,5,2008,1,20,0
1,5,2008,1,31,100
3,1,2008,7,109,0
0,5,2008,1,72,0
3,5,2008,7,38,100
0,5,2008,4,55,0
1,5,2008,1,71,100
0,5,2008,4,33,0
0,5,2008,3,36,0
2,1,2008,5,113,100
2,5,2008,1,54,100
2,5,2008,5,64,100
0,5,2008,1,24,0
1,5,2008,2,55,0
0,5,2008,3,52,0
5,5,2008,2,20,100
3,5,2008,5,58,100
0,5,2008,7,90,0
7,5,2008,4,81,28.5714285714
3,5,2008,3,26,66.6666666667
2,5,2008,10,65,100
2,3,2008,6,69,50
1,5,2008,4,16,0
0,5,2008,3,26,0
1,2,2008,1,38,0
5,5,2008,5,161,100
5,5,2008,8,68,100
0,4,2008,7,78,0
11,1,2008,9,51,81.8181818182
4,4,2008,4,15,50
4,5,2008,2,20,100
1,5,2008,3,90,100
0,5,2008,2,28,0
5,4,2008,5,87,80
5,5,2008,5,66,100
0,5,2008,4,24,0
9,5,2008,8,141,100
0,5,2008,2,113,0
10,5,2008,8,146,100
32,2,2008,4,140,90.625
2,5,2008,3,16,100
9,5,2008,9,83,100
14,5,2008,4,99,100
0,3,2008,2,25,0
2,4,2008,2,41,100
1,5,2008,2,16,100
2,4,2008,3,18,50
11,1,2008,9,151,54.5454545455
3,5,2008,7,45,100
2,5,2008,6,43,100
3,5,2008,2,17,0
9,5,2008,5,376,33.3333333333
0,5,2008,2,67,0
1,5,2008,5,52,100
0,5,2008,5,52,0
0,5,2008,5,45,0
0,4,2008,1,41,0
1,5,2008,4,38,100
2,5,2008,6,22,100
0,5,2008,4,57,0
0,5,2008,3,15,0
0,5,2008,4,17,0
7,5,2008,2,222,100
2,5,2008,3,40,100
1,5,2008,3,87,100
3,5,2008,3,120,66.6666666667
1,4,2008,1,50,100
3,1,2008,4,176,33.3333333333
2,5,2008,6,110,100
5,1,2008,4,37,20
9,5,2008,1,61,100
2,4,2008,4,22,0
2,3,2008,3,55,100
1,5,2008,3,94,100
0,5,2008,3,55,0
0,5,2008,4,28,0
2,5,2008,5,53,100
1,5,2008,1,30,100
1,5,2008,2,60,100
10,4,2008,2,14,0
10,1,2008,1,63,10
0,5,2008,8,31,0
0,5,2008,5,85,0
2,5,2008,3,83,100
7,5,2008,1,42,100
4,4,2008,5,127,75
1,5,2008,4,60,100
4,4,2008,5,39,100
4,5,2008,2,16,100
6,3,2008,3,50,100
1,4,2008,5,390,100
1,5,2008,3,159,100
1,5,2008,5,35,100
10,5,2008,6,25,30
12,4,2008,15,273,100
10,4,2008,2,56,80
7,5,2008,6,96,100
1,5,2008,4,49,100
16,5,2008,3,370,100
1,5,2008,3,32,0
0,4,2008,4,141,0
20,5,2008,11,257,70
7,5,2008,3,67,100
3,1,2008,7,131,66.6666666667
6,5,2008,2,32,100
0,5,2008,3,30,0
4,3,2008,4,89,100
0,5,2008,10,69,0
0,5,2008,8,118,0
12,5,2008,4,475,100
0,5,2008,2,53,0
5,5,2008,2,103,100
3,5,2008,1,64,100
23,1,2008,4,94,69.5652173913
0,4,2008,4,41,0
0,5,2008,5,28,0
1,2,2008,9,37,0
0,5,2008,6,123,0
2,5,2008,2,54,100
0,4,2008,8,143,0
0,3,2008,2,128,0
3,5,2008,3,44,100
0,4,2008,7,48,0
2,2,2008,6,34,0
29,5,2008,4,124,96.5517241379
2,5,2008,7,98,50
2,5,2008,4,27,100
1,5,2008,3,18,100
1,5,2008,2,33,100
3,5,2008,4,23,66.6666666667
6,4,2008,4,71,83.3333333333
0,5,2008,1,47,0
6,1,2008,8,81,16.6666666667
1,5,2008,2,31,100
12,5,2008,5,82,100
0,5,2008,5,72,0
0,4,2008,2,41,0
7,1,2008,6,78,85.7142857143
0,5,2008,4,39,0
0,4,2008,3,39,0
0,4,2008,1,85,0
9,1,2008,4,39,100
0,5,2008,5,45,0
0,4,2008,4,59,0
0,5,2008,3,72,0
1,5,2008,2,26,0
2,5,2008,4,50,100
5,1,2008,2,72,40
10,5,2008,3,69,100
7,5,2008,3,44,100
2,5,2008,3,68,100
4,5,2008,9,99,100
7,5,2008,2,374,71.4285714286
5,4,2008,2,86,100
1,5,2008,2,35,0
1,5,2008,6,24,0
1,4,2008,2,143,100
0,5,2008,4,18,0
4,5,2008,4,38,100
0,5,2008,1,17,0
4,5,2008,2,21,75
4,4,2008,2,20,75
2,4,2008,1,19,100
1,5,2008,4,17,0
0,5,2008,2,34,0
0,5,2008,2,47,0
4,5,2008,4,35,75
3,5,2008,2,31,66.6666666667
2,3,2008,4,106,50
11,3,2008,2,21,90.9090909091
2,2,2008,1,18,100
8,5,2008,2,26,87.5
13,4,2008,8,884,100
2,3,2008,12,54,50
2,5,2008,2,19,100
1,5,2008,5,34,100
3,4,2008,1,24,66.6666666667
1,5,2008,1,17,100
1,5,2008,2,79,100
4,5,2008,3,65,100
14,5,2008,3,56,85.7142857143
1,5,2008,3,32,100
1,5,2008,7,26,100
2,5,2008,4,39,100
7,3,2008,5,92,42.8571428571
6,1,2008,3,27,33.3333333333
0,5,2008,9,57,0
0,5,2008,1,24,0
1,5,2008,5,29,100
3,5,2008,6,147,100
4,5,2008,5,20,50
0,3,2008,3,62,0
4,4,2008,7,93,75
2,5,2008,2,58,100
3,5,2008,5,65,66.6666666667
5,5,2008,2,89,100
7,5,2008,2,21,71.4285714286
2,5,2008,4,102,100
0,4,2008,2,19,0
1,4,2008,4,26,0
4,5,2008,3,43,75
2,4,2008,2,34,100
8,5,2008,2,74,100
4,5,2008,3,68,75
0,5,2008,4,75,0
11,5,2008,2,209,81.8181818182
5,3,2008,4,117,100
16,1,2008,1,20,43.75
0,5,2008,2,36,0
3,5,2008,9,101,66.6666666667
7,1,2008,1,54,14.2857142857
9,5,2008,4,99,66.6666666667
0,5,2008,4,113,0
10,5,2008,8,180,100
0,5,2008,2,41,0
0,4,2008,4,146,0
1,5,2008,3,82,100
0,5,2008,5,25,0
0,5,2008,1,20,0
51,5,2008,8,418,100
7,3,2008,6,173,85.7142857143
2,1,2008,5,125,0
1,5,2008,4,15,100
2,5,2008,3,31,100
1,5,2008,7,24,100
1,5,2008,6,145,100
1,5,2008,2,62,100
1,5,2008,2,35,100
2,3,2008,4,80,100
4,2,2008,6,170,100
1,3,2008,7,59,100
5,4,2008,7,52,40
5,5,2008,2,44,80
28,1,2008,1,29,35.7142857143
2,4,2008,7,28,100
4,5,2008,4,51,100
0,5,2008,6,68,0
9,5,2008,5,86,100
4,5,2008,2,54,100
1,5,2008,4,21,100
28,3,2008,10,109,96.4285714286
1,5,2008,7,87,300
9,5,2008,2,127,100
1,5,2008,1,12,0
5,5,2008,5,18,100
5,5,2008,6,72,100
11,5,2008,4,38,100
4,5,2008,7,162,50
0,5,2008,2,72,0
0,5,2008,2,38,0
2,4,2008,2,17,100
3,5,2008,5,105,100
2,5,2008,3,16,50
3,4,2008,4,26,100
1,5,2008,1,16,100
4,1,2008,2,17,75
4,5,2008,5,44,100
4,5,2008,3,140,75
1,5,2008,3,33,100
2,5,2008,2,31,50
2,5,2008,13,201,100
0,5,2008,5,34,0
7,5,2008,6,57,100
1,3,2008,3,99,100
26,4,2008,3,236,73.0769230769
2,5,2008,8,15,100
6,5,2008,1,51,100
1,1,2008,2,20,0
0,5,2008,2,23,0
2,1,2008,3,36,0
0,5,2008,4,45,0
15,5,2008,4,261,100
2,5,2008,2,23,100
1,1,2008,3,21,100
2,5,2008,2,57,0
1,3,2008,4,62,100
1,5,2008,3,34,100
33,2,2008,4,53,100
2,4,2008,2,30,100
2,5,2008,3,36,100
1,3,2008,4,59,100
6,5,2008,3,138,66.6666666667
2,5,2008,9,143,100
0,5,2008,4,54,0
1,5,2008,3,49,100
2,5,2008,6,20,50
2,1,2008,4,48,100
1,5,2008,2,91,100
0,5,2008,2,152,0
0,4,2008,3,42,0
7,4,2008,3,76,100
1,5,2008,2,55,100
8,4,2008,8,145,100
1,5,2008,5,69,100
0,5,2008,3,63,0
0,5,2008,6,38,0
7,1,2008,9,45,28.5714285714
0,3,2008,6,36,0
60,5,2008,5,177,96.6666666667
1,5,2008,1,27,100
0,5,2008,3,108,0
0,5,2008,1,15,0
0,5,2008,4,27,0
1,5,2008,4,42,100
2,5,2008,6,52,50
0,3,2008,2,51,0
3,5,2008,2,60,100
0,4,2008,10,71,0
6,5,2008,5,243,16.6666666667
4,4,2008,5,41,75
1,5,2008,3,52,100
1,4,2008,3,49,100
3,5,2008,4,83,100
2,5,2008,9,23,50
8,2,2008,5,61,62.5
6,5,2008,4,73,83.3333333333
2,5,2008,3,15,50
0,5,2008,3,22,0
1,5,2008,2,42,100
0,2,2008,2,16,0
0,5,2008,9,28,0
51,5,2008,9,116,100
0,3,2008,4,54,0
4,5,2008,3,30,100
2,5,2008,4,71,50
3,5,2008,4,47,100
1,1,2008,6,15,100
0,5,2008,1,43,0
34,5,2008,6,307,88.2352941176
1,3,2008,6,71,100
0,3,2008,10,64,0
2,4,2008,7,41,50
1,5,2008,12,298,0
3,4,2008,3,25,100
1,4,2008,1,15,100
3,3,2008,5,77,100
1,5,2008,2,30,100
1,5,2008,2,36,100
1,5,2008,5,39,100
3,5,2008,3,36,100
1,5,2008,2,48,100
8,4,2008,2,49,87.5
13,5,2008,3,66,92.3076923077
10,5,2008,4,38,100
1,3,2008,2,70,0
4,5,2008,3,46,100
11,3,2008,4,148,9.09090909091
9,1,2008,4,118,77.7777777778
6,5,2008,5,97,100
7,5,2008,2,99,100
9,5,2008,2,29,88.8888888889
3,5,2008,4,15,33.3333333333
4,5,2008,5,24,100
5,5,2008,5,26,80
2,5,2008,5,164,100
16,1,2008,2,43,18.75
0,5,2008,3,74,0
0,5,2008,13,33,0
5,4,2008,2,53,100
6,4,2008,3,48,100
4,5,2008,2,182,75
1,5,2008,7,179,100
0,2,2008,6,29,0
8,4,2008,6,52,100
1,2,2008,7,24,0
0,5,2008,4,28,0
6,5,2008,2,40,100
6,3,2008,2,56,50
1,5,2008,3,31,100
2,5,2008,2,62,100
1,5,2008,3,53,100
2,5,2008,4,18,0
1,5,2008,2,19,100
0,5,2008,4,17,0
1,5,2008,9,51,100
2,5,2008,7,40,100
3,5,2008,4,17,100
4,4,2008,3,26,50
0,1,2008,6,75,0
5,5,2008,5,155,100
19,1,2008,2,116,78.9473684211
1,5,2008,4,56,100
10,4,2008,7,112,70
3,5,2008,1,38,100
5,5,2008,3,82,100
4,3,2008,6,109,75
4,5,2008,3,21,75
1,3,2008,4,49,0
2,3,2008,2,51,50
0,3,2008,1,26,0
1,4,2008,10,25,0
4,5,2008,6,151,75
9,5,2008,2,470,100
2,5,2008,4,94,100
1,5,2008,3,33,100
3,5,2008,5,100,100
3,3,2008,5,84,66.6666666667
10,1,2008,11,247,70
4,5,2008,2,31,25
0,5,2008,1,17,0
4,5,2008,3,29,50
2,5,2008,3,134,100
0,5,2008,3,34,0
0,4,2008,1,34,0
1,5,2008,1,90,100
1,5,2008,1,46,100
1,5,2008,8,25,0
3,5,2008,3,16,66.6666666667
1,5,2008,3,19,100
0,5,2008,1,20,0
13,5,2008,3,116,100
3,5,2008,4,15,100
4,1,2008,1,30,50
0,5,2008,6,16,0
2,4,2008,3,63,100
0,4,2008,6,19,0
0,4,2008,5,53,0
0,5,2008,4,131,0
2,5,2008,2,48,100
1,5,2008,4,38,100
0,4,2008,4,31,0
2,5,2008,3,20,50
1,5,2008,10,40,0
8,4,2008,1,85,75
0,5,2008,6,99,0
0,5,2008,2,68,0
7,4,2008,5,125,85.7142857143
19,5,2008,6,66,100
4,5,2008,2,131,100
4,5,2008,1,14,25
3,4,2008,3,14,100
5,5,2008,3,52,100
2,5,2008,3,43,100
0,5,2008,4,45,0
0,5,2008,4,36,0
0,5,2008,2,34,0
0,5,2008,9,53,0
1,5,2008,5,48,100
0,5,2008,3,38,0
16,5,2008,1,77,87.5
6,5,2008,2,36,16.6666666667
2,5,2008,2,56,100
1,5,2008,6,73,100
2,4,2008,6,119,100
8,5,2008,4,60,87.5
1,5,2008,2,76,100
1,5,2008,3,133,100
6,5,2008,1,128,100
0,4,2008,2,102,0
6,5,2008,2,52,83.3333333333
2,3,2008,4,22,50
7,5,2008,2,39,57.1428571429
9,1,2008,8,243,77.7777777778
4,5,2008,8,36,75
16,5,2008,3,201,93.75
0,5,2008,4,16,0
6,5,2008,3,19,100
0,5,2008,2,36,0
1,3,2008,4,23,100
5,5,2008,3,32,100
5,4,2008,7,212,100
2,2,2008,6,98,100
3,5,2008,3,41,100
4,5,2008,3,22,100
3,1,2008,3,17,0
4,5,2008,6,86,100
2,5,2008,2,18,100
0,3,2008,3,69,0
4,5,2008,3,78,75
7,5,2008,2,38,100
11,5,2008,2,18,90.9090909091
8,1,2008,4,195,50
12,3,2008,3,18,16.6666666667
11,5,2008,3,83,90.9090909091
2,2,2008,3,88,100
0,4,2008,2,19,0
0,3,2008,2,45,0
0,5,2008,1,49,0
5,1,2008,5,79,80
9,2,2008,7,139,0
1,5,2008,3,73,100
0,5,2008,8,93,0
2,5,2008,5,21,100
0,2,2008,5,24,0
0,4,2008,4,29,0
3,5,2008,4,30,100
0,5,2008,2,24,0
12,4,2008,3,25,100
2,5,2008,4,41,100
4,1,2008,1,57,0
5,5,2008,1,45,80
2,5,2008,2,35,100
3,5,2008,2,16,66.6666666667
0,5,2008,3,59,0
2,5,2008,2,36,50
6,5,2008,2,58,100
4,5,2008,4,82,100
1,4,2008,1,28,100
3,5,2008,5,125,100
0,2,2008,2,24,0
2,5,2008,2,41,100
0,5,2008,2,43,0
2,5,2008,5,30,50
1,5,2008,2,15,100
1,5,2008,8,42,100
1,5,2008,2,83,100
0,5,2008,7,35,0
3,5,2008,1,64,100
154,1,2008,12,497,93.5064935065
4,5,2008,10,46,50
1,1,2008,2,58,100
1,4,2008,1,60,100
2,4,2008,3,18,0
0,3,2008,9,24,0
6,5,2008,8,85,100
9,2,2008,3,26,55.5555555556
0,5,2008,6,90,0
7,4,2008,9,79,28.5714285714
1,5,2008,1,95,0
6,5,2008,4,67,100
1,5,2008,4,48,100
15,5,2008,8,220,80
0,5,2008,1,34,0
4,5,2008,3,196,100
1,5,2008,2,30,100
1,5,2008,3,57,100
6,5,2008,2,70,83.3333333333
2,5,2008,2,44,100
0,4,2008,1,20,0
20,5,2008,5,52,85
7,5,2008,3,67,57.1428571429
2,3,2008,3,108,100
3,5,2008,6,277,100
17,5,2008,2,137,76.4705882353
5,5,2008,1,78,100
0,5,2008,2,88,0
9,2,2008,3,140,44.4444444444
4,5,2008,2,76,75
2,5,2008,2,63,100
3,4,2008,3,46,66.6666666667
14,5,2008,7,155,92.8571428571
0,5,2008,3,42,0
2,5,2008,2,31,100
0,5,2008,5,134,0
0,5,2008,3,38,0
0,5,2008,3,17,0
1,4,2008,7,145,100
6,5,2008,8,191,100
0,5,2008,6,41,0
0,5,2008,3,41,0
16,5,2008,4,728,87.5
7,3,2008,1,237,85.7142857143
20,1,2008,3,92,40
7,1,2008,3,37,85.7142857143
2,5,2008,5,32,50
16,5,2008,4,377,100
1,5,2008,3,79,100
6,5,2008,3,526,100
0,5,2008,3,33,0
0,5,2008,2,23,0
3,1,2008,2,27,66.6666666667
2,5,2008,3,42,100
6,4,2008,2,218,83.3333333333
8,5,2008,3,75,75
6,5,2008,6,31,83.3333333333
1,5,2008,2,107,100
2,5,2008,3,54,100
8,5,2008,2,48,87.5
1,5,2008,1,18,100
6,5,2008,4,153,100
1,5,2008,2,27,100
1,5,2008,4,64,100
1,4,2008,5,55,100
3,5,2008,3,75,100
6,5,2008,5,54,100
1,5,2008,2,65,100
3,5,2008,3,44,100
5,5,2008,10,40,100
3,5,2008,2,130,100
3,5,2008,2,73,100
1,5,2008,1,28,100
5,5,2008,7,132,100
2,5,2008,3,21,50
2,5,2008,2,103,50
2,5,2008,1,17,0
9,5,2008,6,196,100
4,5,2008,5,24,100
3,5,2008,7,53,66.6666666667
0,5,2008,4,18,0
5,5,2008,7,67,60
4,5,2008,9,29,100
3,5,2008,5,256,100
3,5,2008,3,18,66.6666666667
3,5,2008,6,46,100
19,1,2008,5,42,21.0526315789
15,1,2008,1,63,73.3333333333
2,4,2008,2,33,50
0,5,2008,4,38,0
0,5,2008,4,90,0
1,5,2008,2,25,100
23,5,2008,2,619,100
0,5,2008,4,55,0
0,4,2008,3,76,0
2,5,2008,9,26,100
0,5,2008,2,87,0
0,5,2008,6,111,0
0,4,2008,5,64,0
0,5,2008,6,154,0
0,5,2008,2,78,0
15,3,2008,6,131,20
0,5,2008,4,29,0
84,1,2008,5,77,86.9047619048
2,5,2008,2,33,100
4,5,2008,2,27,100
0,5,2008,1,49,0
5,5,2008,3,83,100
3,5,2008,2,42,100
0,5,2008,3,112,0
2,5,2008,5,51,100
7,5,2008,1,57,100
9,5,2008,4,34,88.8888888889
23,5,2008,5,73,95.652173913
0,5,2008,2,71,0
17,5,2008,3,89,88.2352941176
4,3,2008,1,70,0
0,5,2008,6,127,0
2,5,2008,6,43,100
3,5,2008,4,31,33.3333333333
8,1,2008,4,56,50
0,5,2008,6,61,0
0,4,2008,3,43,0
0,5,2008,3,16,0
0,5,2008,5,70,0
7,1,2008,4,66,57.1428571429
6,1,2008,5,39,16.6666666667
0,5,2008,3,20,0
0,5,2008,2,78,0
6,5,2008,3,21,66.6666666667
30,1,2008,4,54,16.6666666667
1,5,2008,4,16,100
0,5,2008,2,22,0
6,2,2008,5,142,16.6666666667
4,5,2008,6,90,75
4,5,2008,1,41,100
4,5,2008,2,49,100
2,3,2008,7,86,50
2,5,2008,5,389,100
6,5,2008,2,42,100
2,3,2008,5,133,100
2,5,2008,3,26,50
0,5,2008,6,80,0
1,4,2008,2,29,100
0,5,2008,2,39,0
4,5,2008,2,65,100
1,5,2008,6,15,100
1,5,2008,2,67,100
3,5,2008,3,28,33.3333333333
1,3,2008,2,38,100
0,4,2008,2,53,0
0,5,2008,2,78,0
1,5,2008,8,35,100
3,5,2008,1,103,100
16,5,2008,1,173,87.5
3,4,2008,4,25,100
5,5,2008,5,264,80
5,5,2008,1,25,100
20,5,2008,5,132,80
0,5,2008,1,36,0
1,5,2008,6,86,100
0,5,2008,1,20,0
5,4,2008,3,56,100
0,5,2008,4,15,0
7,4,2008,2,50,100
8,5,2008,1,25,87.5
0,5,2008,4,38,0
6,5,2008,3,44,100
0,5,2008,2,53,0
0,5,2008,2,37,0
0,5,2008,5,101,0
2,5,2008,13,146,100
0,5,2008,4,56,0
0,4,2008,6,47,0
51,5,2008,7,586,100
3,4,2008,7,512,66.6666666667
54,4,2008,5,663,96.2962962963
2,5,2008,2,21,100
216,1,2008,3,151,87.5
0,5,2008,1,15,0
1,3,2008,3,67,100
23,1,2008,13,300,43.4782608696
2,5,2008,2,58,100
1,4,2008,1,21,100
16,5,2008,2,85,93.75
2,5,2008,4,76,100
245,3,2008,14,408,93.8775510204
135,5,2008,11,298,96.2962962963
0,5,2008,6,24,0
4,5,2008,3,23,100
9,5,2008,8,175,88.8888888889
3,5,2008,4,45,33.3333333333
7,5,2008,6,152,85.7142857143
5,5,2008,3,67,100
1,4,2008,2,17,100
1,5,2008,2,27,100
1,5,2008,5,53,100
2,5,2008,5,87,100
13,5,2008,1,54,69.2307692308
0,5,2008,4,26,0
4,5,2008,1,55,100
0,5,2008,4,95,0
356,5,2008,4,624,98.0337078652
2,3,2008,3,44,50
2,5,2008,5,127,100
1,5,2008,9,65,100
0,5,2008,3,72,0
13,4,2008,5,182,100
10,2,2008,6,122,50
3,5,2008,4,62,66.6666666667
2,4,2008,4,32,100
24,3,2008,6,70,95.8333333333
8,5,2008,4,27,100
0,5,2008,3,24,0
19,1,2008,2,127,94.7368421053
0,5,2008,4,43,0
0,5,2008,5,112,0
17,1,2008,4,107,76.4705882353
5,1,2008,8,33,0
0,5,2008,4,106,0
0,5,2008,2,41,0
0,5,2008,2,151,0
0,5,2008,3,445,0
0,5,2008,1,25,0
0,5,2008,5,62,0
0,5,2008,2,76,0
2,4,2008,3,77,50
0,5,2008,1,20,0
